ż,ł,ł,ł,ł,,,,,,,ń,ń,ń,ń,ń,,,,,,,,,,,,,,,ł,ł,ł,ł,,,,,,,,,,,ń,ń,ń,ń,ń,,,,,,,ń,ń,ń,ń,ń,,,,,,,,ł,ł,ł,ł,ł,ł,,,,,,,,,ł,ł,ł,ł,,,,,,,ź,ń,ń,ź,ń,ń,ź,,ż
ż,ł,ł,ł,,,,,,ń,ń,ń,ń,ń,,,,,,,,,,,,,,,,,ł,ł,ł,ł,,,,,,,,,,,,ń,ń,ń,ń,ń,,,,ń,ń,ń,ń,ń,ń,,,,,,,,,,ł,ł,ł,ł,,,,,,,,,,,ł,,,,,,,,,ź,ń,ń,ź,ń,ń,ź,,ż
ż,,ł,,,,,ń,ń,ń,ń,ń,,,,,,,,,,,,,,,,,,,,,ł,ł,ł,ł,,,,,,,,,,,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,,,,,,,,,,,,ł,,,,,,,,,,,,,,,,,,,,,,ź,ź,ź,ź,ź,ź,ź,,ż
ż,,ł,,,,ń,ń,ń,ń,ń,,,,,,,,,,ź,ź,ź,ź,ź,ź,ź,ź,,,,,,ł,ł,ł,ł,,,,,,ł,,,,,,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,,,,,ł,ł,,,,,,,,,,,,,,,,,,,,,,,,,,,,ź,ń,ń,ź,ń,ń,ź,,ż
ż,,,,,ń,ń,ń,ń,ń,,,,,,,,,,,ź,,,ź,N,P,C,ź,,,,,,,ł,ł,ł,ł,,,ł,ł,ł,,,,,,,,,ń,ń,ń,ń,ń,,,,,,ł,ł,ł,ł,,,,,,,ł,ł,ł,ł,,,,,,,,ł,ł,,,,,,,,ź,ń,ń,ź,ń,ń,ź,,ż
ż,,,,ń,ń,ń,ń,ń,,,,,,,,,,,,ź,,,ź,,,,ź,,,,,,,,ł,ł,ł,ł,ł,ł,ł,,,,,,,,,,,ł,ł,ł,ł,,,,,,ł,ł,ł,ł,ł,,,,,,ł,ł,ł,ł,,,,,,,ł,ł,ł,ł,,,,,,,ź,ź,ź,ź,ź,ź,ź,,ż
ż,,,ń,ń,ń,ń,ń,,,,,,,,,,,,,┼,,,ź,ź,┼,ź,ź,,,,,,,,,,ł,ł,ł,ł,ł,ł,,,,,,,ł,ł,ł,ł,ł,ł,ł,ł,,,,,ł,ł,ł,ł,,,,,,,ł,ł,ł,ł,,,,,,ł,ł,ł,ł,ł,,,,,,,ź,ń,ń,ź,ń,ń,ź,,ż
ż,,ń,ń,ń,ń,ń,,,,,,,,,,,,,,ź,,,,,,,ź,,,,,,,,,,,ł,ł,ł,ł,ł,,,,,,ł,ł,ł,ł,ł,ł,ł,ł,ł,ł,,,ł,ł,ł,ł,ł,,,,,,,ł,ł,ł,ł,,,,,,,ł,ł,ł,ł,ł,,,,,,ź,ń,ń,ź,ń,ń,ź,,ż
ż,ń,ń,ń,ń,ń,,,,,,,,,,,,,,,ź,ź,ź,ź,ź,ź,ź,ź,,,,,,,,,,,ł,ł,ł,ł,,,,,,ł,ł,ł,ł,ł,ł,ł,ł,ł,ł,,,,,,,ł,,,,,,,,,,,,,,,,,,ł,ł,ł,ł,,,,,,,ź,ź,ź,┼,ź,ź,ź,,ż
ż,ń,ń,ń,ń,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ł,ł,ł,ł,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ł,,,,,,,,,,,,,,,,,ż
ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż
