ż,,ń,,ń,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,ó,ó,ż
ż,,ń,,ń,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,ó,ó,ż
ż,,ń,,ń,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,ó,ó,ż
ż,,ń,,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ó,ó,ó,ż
ż,,ń,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ń,ó,ó,ó,ż
ż,,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,ń,,ń,ó,ó,ó,ż
ż,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,ń,,ń,ó,ó,ó,ż
ż,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,ń,,ń,ó,ó,ó,ż
ż,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,ń,,ń,ó,ó,ó,ż
ż,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,ń,,ń,ó,ó,ó,ż
ż,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,ń,,ń,ó,ó,ó,ż
ż,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,Y,ó,O,ó,U,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,ń,,ń,ó,ó,ó,ż
ż,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,ń,,ń,ó,ó,ó,ż
ż,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,A,ó,P,ó,P,ó,R,ó,O,ó,A,ó,C,ó,H,ó,I,ó,N,ó,G,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,ń,,ń,ó,ó,ó,ż
ż,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,ń,,ń,ó,ó,ó,ż
ż,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,T,ó,H,ó,E,ó,,ó,B,ó,O,ó,S,ó,S,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,ń,,ń,ó,ó,ó,ż
ż,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,ń,,ń,ó,ó,ó,ż
ż,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,ń,,ń,ó,ó,ó,ż
ż,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,ń,,ń,ó,ó,ó,ż
ż,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,ń,,ń,ó,ó,ó,ż
ż,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,ń,,ń,ó,ó,ó,ż
ż,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,ń,┼,ń,ó,ó,ó,ż
ż,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,,ó,ń,,ń,ó,ó,ó,ż
ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż,ż
